Ticker,shortname,Sàn NY,Level1,Level2,Level3,Level4,Số CP niêm yết,Số CP lưu hành,Số CP lưu hành BQ hiện tại,Free Fload,Giá đóng cửa,Vốn hóa,KLTB 30 ngày,KLTB 30 ngày/Số CPLH,KLTB 90 ngày,KLTB 90 ngày/Số CPLH,KLTB 180 ngày,KLTB 180 ngày/Số CPLH bình quân hiện tại,GTTB 30 ngày,GTTB 90 ngày,GTTB 180 ngày,Lãi gộp/Doanh thu,LN ròng/Doanh thu,LN ròng/Doanh thu1,ROE,ROA,khả năng thanh toán ngắn hạn,Tổng công nợ/Vốn CSH,tỷ lệ dòng tền trước thuế và thu nhập/thu nhập trước lãi và thuế,EV/EBITDA,EPS,BV,P/E,P/B,updatedate
TPH,Công ty Cổ phần In Sách giáo khoa tại TP.Hà Nội,HNX,Dịch vụ Tiêu dùng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",2015985,1897085,1897085.0,663980,7200,,388.8,0.00020494600927212,139.6,7.35865815184875e-05,71.4666666666666,3.76718316083183e-05,3112900,1132343.33333333,582171.666666666,,,,,,,,,,824.0,11658.857904696699,1900-01-09 06:58:31.356000,0.617556201375395,2020-03-26 00:00:00
TPP,Công ty Cổ phần Nhựa Tân Phú,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,20000000,20000000,17166962.091666598,9000000,10000,,6.1,3.05e-07,457.53333333333296,2.2876666666666603e-05,2967.55,0.000172864015435819,56535,4454308.33333333,28560254.1666666,,,,,,,,,,2228.0,14014.733665476202,1900-01-04 18:17:54.058000,0.7135347869388241,2020-03-26 00:00:00
TSB,Công ty Cổ phần Ắc quy Tia Sáng,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,6745480,6745480,6745480.0,3372740,7000,,0.4,5.9298967604974006e-08,0.133333333333333,1.97663225349913e-08,100.316666666666,1.48716869172641e-05,2520,840.0,632020.0,,,,,,,,,,3193.0,9647.653772007328,1900-01-02 04:36:53.991000,0.725565009423379,2020-03-26 00:00:00
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,4800000,4800000,4800000.0,2880000,7000,,4895.0,0.00101979166666666,5644.166666666661,0.00117586805555555,3663.3333333333294,0.0007631944444444441,34215000,39461083.33333329,25373541.6666666,,,,,,,,,,721.0,18462.969203541597,1900-01-09 17:09:53.338000,0.37913728408631103,2020-03-26 00:00:00
TTC,Công ty Cổ phần Gạch men Thanh Thanh,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,5992348,5940528,5953348.0,2970264,11000,,486.0,8.18109097373162e-05,10219.95,0.0017203773805964699,5291.61666666666,0.00088884719432942,5033200,128232315.0,66373092.5,,,,,,,,,,1935.0,13950.3348885945,1900-01-04 21:13:52.142000,0.7885115366652091,2020-03-26 00:00:00
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,HNX,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ hàng may mặc,37374846,37374846,37374846.0,29899876,2000,,183627.55,0.00491313194976107,147649.55,0.00395050590977685,155336.766666666,0.00415618479516053,420561690,363589235.0,400168071.66666603,,,,,,,,,,68.0,10076.6534761,1900-01-30 23:48:51.827000,0.198478592594618,2020-03-26 00:00:00
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,41908000,41853700,41853700.0,4185370,11700,,25.0,5.97318755569997e-07,38.3333333333333,9.158887585406621e-07,99.1666666666666,2.3693643970943197e-06,292500,425666.666666666,700416.666666666,,,,,,,,,,871.0,11801.882757533302,1900-01-13 10:21:19.058000,0.9913672454110509,2020-03-26 00:00:00
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,HNX,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,4570210,4570210,4570210.0,914042,37300,,665.1,0.000145529417685401,292.7,6.4045197047838e-05,299.4,6.551121283267071e-05,24652690,11704563.3333333,13835610.8333333,,,,,,,,,,6981.0,33361.8673415444,1900-01-05 08:13:33.651000,1.1180429326134098,2020-03-26 00:00:00
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,7570444,7570444,7570444.0,4920788,1900,,96339.5,0.0127257397320421,89232.56666666661,0.0117869660837153,98138.725,0.0129634041279481,205789090,217880196.666666,252144209.166666,,,,,,,,,,149.0,10601.1051506666,1900-01-13 21:00:22.595000,0.179226596944047,2020-03-26 00:00:00
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,8276080,8276066,8276066.0,3310426,22300,,6835.05,0.000825881523902781,2579.0,0.00031162148779383797,1491.1916666666598,0.000180181219756665,158788900,61398390.0,36668524.166666605,,,,,,,,,,3396.0,21851.9524087548,1900-01-05 21:41:41.482000,1.02050377846629,2020-03-26 00:00:00
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,15834745,15770222,15770742.0,4731067,10800,,17527.8,0.00111144916032253,8520.4,0.0005402840873134179,6548.5083333333305,0.000415231466809445,191217820,98681458.3333333,82616071.66666658,,,,,,,,,,1537.0,11875.890958760901,1900-01-07 01:25:21.010000,0.9094054532416129,2020-03-26 00:00:00
TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,40024107,40016607,40016607.0,32013286,28200,,195691.0,0.004890244692659721,190577.316666666,0.0047624556641363,187041.66666666602,0.00467410109674382,5624915260,4764224558.33333,3860212124.1666603,,,,,,,,,,1307.92,11457.868365652099,1900-01-22 23:17:45.999000,2.4611907817458,2020-03-26 00:00:00
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,44962864,44962864,44962864.0,15737002,6000,,3656.05,8.13126583751426e-05,3606.8166666666602,8.02176806768062e-05,3391.35833333333,7.5425763210576e-05,22498375,23634696.6666666,21319197.5,,,,,,,,,,3550.0,10683.5656431457,1900-01-02 16:41:26.812000,0.561610252645322,2020-03-26 00:00:00
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,7000000,7000000,7000000.0,1750000,2900,,4549.25,0.000649892857142857,3398.3166666666602,0.000485473809523809,3231.1916666666602,0.000461598809523809,12830600,9860376.66666666,9421966.66666666,,,,,,,,,,703.0,16109.431333428502,1900-01-03 04:06:05.593000,0.180018769128257,2020-03-26 00:00:00
UNI,Công ty Cổ phần Viễn Liên,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,15617632,15316032,15334868.0,13018627,4100,,18709.85,0.00122158598258347,9456.45,0.000617421666395055,7728.15833333333,0.00050395988627573,71443620,35598565.0,32159944.1666666,,,,,,,,,,65.0,9898.141379579829,1900-03-04 07:59:56.797000,0.414219179416695,2020-03-26 00:00:00
V12,Công ty Cổ phần Xây dựng số 12,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,5818000,5818000,5818000.0,1454500,10400,,40.0,6.87521485046407e-06,36.6666666666666,6.30228027959207e-06,32.5,5.58611206600206e-06,414000,370500.0,339000.0,,,,,,,,,,1886.0,16018.769446717,1900-01-05 05:14:58.202000,0.6492383846707641,2020-03-26 00:00:00
V21,Công ty Cổ phần Vinaconex 21,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,11999789,11999789,11999789.0,10799810,11800,,2855.5,0.000237962517507599,1920.1666666666601,0.00016001670251590802,1724.25,0.00014369002654963302,59668550,47785350.0,41251425.0,,,,,,,,,,-4496.0,17531.402725294098,1899-12-21 09:00:17.016000,0.6730779153783899,2020-03-26 00:00:00
VAT,Công ty Cổ phần VT Vạn Xuân,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,4612953,4544953,4612953.0,4544953,1600,,47690.6,0.0104930898075293,25988.7,0.00571814494011269,19874.7833333333,0.00430847297454219,71731400,39075716.666666605,30550750.0,,,,,,,,,,1783.0,12931.8190483333,22:50:12.246000,0.12372582650746301,2020-03-26 00:00:00
VBC,Công ty Cổ phần Nhựa - Bao bì Vinh,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,7499972,7499960,7499960.0,1874990,19200,,3490.0,0.00046533581512434697,8698.78333333333,0.00115984396361225,4483.86666666666,0.0005978520774333009,64166000,140481475.0,72540747.5,,,,,,,,,,6352.0,29012.6771704829,1900-01-02 16:25:50.432000,0.661779672629928,2020-03-26 00:00:00
VC1,Công ty Cổ phần Xây dựng số 1,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,12000000,12000000,12000000.0,3000000,9300,,3.7,3.08333333333333e-07,81.2333333333333,6.76944444444444e-06,674.775,5.623125e-05,32220,866406.6666666659,7508272.5,,,,,,,,,,1629.0,32742.7143444594,1900-01-05 20:45:39.555000,0.28403265233792896,2020-03-26 00:00:00
VC2,Công ty Cổ phần Xây dựng số 2,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,15000000,15000000,15001196.0,4500000,14700,,18.4,1.2266666666666599e-06,92956.1666666666,0.006197077777777771,48503.908333333304,0.0032333360842251,261990,2222811460.0,1141921338.3333302,,,,,,,,,,1398.0,22674.7755505,1900-01-10 15:10:03.212000,0.6482974866613771,2020-03-26 00:00:00
VC3,Công ty Cổ phần Xây dựng số 3,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,61015642,61015642,39258055.2333333,61015642,15800,,515579.75,0.008449960257731941,370058.6,0.00606497920647954,383749.266666666,0.00977504525850358,7852937440,5897249851.66666,7118094187.5,,,,,,,,,,2215.0,26587.47575025,1900-01-07 04:36:00.929000,0.5942647639218411,2020-03-26 00:00:00
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,8000000,8000000,8000000.0,4000000,7800,,4632.5,0.0005790625,1863.4,0.000232925,1202.5333333333301,0.000150316666666666,41148235,16175441.666666599,10267470.8333333,,,,,,,,,,900.0,14071.656630375,1900-01-07 23:50:26.161000,0.554305737048967,2020-03-26 00:00:00
VC7,Công ty Cổ Phần Xây dựng số 7,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,22879346,22879032,22879032.0,10295564,5600,,382060.95,0.0166991745979462,140599.06666666598,0.0061453240970451295,78614.0916666666,0.00343607595228096,2648296585,987618311.666666,538723269.166666,,,,,,,,,,641.0,14226.636844875,1900-01-09 07:38:21.816000,0.393627816683698,2020-03-26 00:00:00
VC9,Công ty Cổ phần Xây dựng số 9,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,12000000,11695200,11695200.0,4678080,9500,,10.0,8.550516451193651e-07,35.0333333333333,2.99553093006817e-06,1123.3583333333302,9.605293909752141e-05,98500,373006.666666666,14509030.0,,,,,,,,,,878.0,15467.03111025,1900-01-10 04:09:06.588000,0.614209665208751,2020-03-26 00:00:00
VCC,Công ty Cổ phần Vinaconex 25,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,12000000,12000000,12000000.0,6000000,9700,,4095.0,0.00034125,5343.333333333329,0.00044527777777777697,5889.33333333333,0.0004907777777777769,39880000,51932833.33333329,57274508.3333333,,,,,,,,,,3091.0,16879.6293656666,1900-01-03 03:19:22.247000,0.574657167516361,2020-03-26 00:00:00
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,441710673,441710673,441710673.0,88342134,24500,,158164.25,0.000358072058630107,414573.65,0.000938563805090578,643458.958333333,0.00145674306206618,3913302165,11532324925.0,17792719199.1666,,,,,,,,,,704.0,12569.3937158339,1900-02-03 18:47:20.261000,1.94917913734667,2020-03-26 00:00:00
VCM,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Đào tạo & Việc làm,3000000,3000000,3000000.0,900000,16000,,160.0,5.333333333333329e-05,65.0,2.1666666666666603e-05,35.0,1.16666666666666e-05,3277000,1552333.33333333,902000.0,,,,,,,,,,1236.0,18384.033878,1900-01-12 22:35:04.537000,0.870320415322289,2020-03-26 00:00:00
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,36000000,36000000,35431513.611111104,14400000,8200,,168940.35,0.0046927875,156470.31666666598,0.0043463976851851795,150605.35833333302,0.00425060470140638,1655018220,1607961176.66666,1972885017.5,,,,,,,,,,59.72,8434.643234166659,1900-05-19 06:17:47.103000,0.9721810125630219,2020-03-26 00:00:00
VCS,Công ty Cổ phần VICOSTONE,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,160000000,160000000,157422222.222222,32000000,52500,,397115.1,0.002481969375,335101.883333333,0.00209438677083333,300719.633333333,0.00191027435064935,22563338610,21577455526.6666,22396199217.5,,,,,,,,,,4250.0,14822.235286834499,1900-01-13 02:53:19.248000,3.5419758885241603,2020-03-26 00:00:00
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Vang & Rượu mạnh,14657150,14657150,14657150.0,2198573,25800,,8.65,5.9015565781888e-07,41.55,2.8347939401588902e-06,132.308333333333,9.02687994141653e-06,208570,987190.0,3131855.83333333,,,,,,,,,,1881.0,12179.061392758798,1900-01-13 17:09:19.045000,2.11838984696634,2020-03-26 00:00:00
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,6000000,5931280,5939700.0,1482820,8900,,145.0,2.4446662440485e-05,216.666666666666,3.65294956007247e-05,145.833333333333,2.45523062331992e-05,1299000,1890666.66666666,1248916.66666666,,,,,,,,,,1568.85,8646.68316333333,1900-01-05 19:20:32.551000,1.0292964171210601,2020-03-26 00:00:00
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2158880,2098080,2098080.0,1363752,7000,,0.0,0.0,1.66666666666666,7.94377081267953e-07,8.25,3.932166552276361e-06,0,11666.666666666599,78416.6666666666,,,,,,,,,,1441.0,11578.0024271844,1900-01-04 23:56:55.065000,0.6045947946568411,2020-03-26 00:00:00
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,1319710,1319710,1319710.0,659855,5200,,165.0,0.000125027468155882,231.966666666666,0.00017577093957510802,139.31666666666598,0.000105566121850002,1068000,1417100.0,842550.0,,,,,,,,,,1925.0,13902.411536625401,1900-01-02 02:06:32.082000,0.374035827259232,2020-03-26 00:00:00
VE4,Công ty Cổ phần Xây dựng điện VNECO4,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,1028000,1028000,1028000.0,514000,8100,,135.0,0.000131322957198443,55.0,5.35019455252918e-05,55.9166666666666,5.439364461738e-05,855500,337333.333333333,308091.666666666,,,,,,,,,,2896.0,17003.1621780155,1900-01-02 03:41:44.600000,0.47638197619928496,2020-03-26 00:00:00
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,1800000,1800000,1800000.0,810000,9000,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,1808.48,11954.1629233333,1900-01-04 23:26:13.969000,0.752875802155322,2020-03-26 00:00:00
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,12523613,12523613,12523613.0,10645071,1300,,14628.7,0.0011680894323387301,10013.8166666666,0.000799594866646443,7982.475,0.000637393937356575,19219310,13699525.0,11062426.6666666,,,,,,,,,,915.0,11238.1290302193,1900-01-01 12:58:41.996000,0.11567761826762199,2020-03-26 00:00:00
VGP,Công ty Cổ phần Cảng Rau Quả,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",8214692,7825922,7825922.0,6260738,14700,,165.3,2.11221118738469e-05,147.25,1.88156743703808e-05,73.7916666666666,9.4291339303748e-06,2317165,2428021.66666666,1217194.16666666,,,,,,,,,,1672.0,19376.7796536985,1900-01-09 03:08:43.412000,0.758639993988586,2020-03-26 00:00:00
VGS,Công ty Cổ phần Ống thép Việt Đức VG PIPE,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,42111589,42111589,42111589.0,23161374,6800,,13538.5,0.00032149107458281803,20160.0,0.00047872807649219695,15517.958333333301,0.000368496148016008,95573690,141474363.33333302,113658379.16666599,,,,,,,,,,594.0,13232.6720215927,1900-01-11 23:05:07.553000,0.513879584478776,2020-03-26 00:00:00
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,8800000,8800000,8800000.0,4400000,4100,,5770.0,0.000655681818181818,16779.8333333333,0.0019067992424242398,14853.333333333301,0.00168787878787878,25176000,86309950.0,88287420.8333333,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
VHL,Công ty Cổ phần Viglacera Hạ Long,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,25000000,25000000,25000000.0,8750000,25000,,1907.1,7.628399999999991e-05,1065.3,4.2612e-05,820.0916666666659,3.2803666666666605e-05,49924720,29377540.0,22465591.6666666,,,,,,,,,,9273.0,25441.71673375,1900-01-04 19:01:46.813000,0.98263809245372,2020-03-26 00:00:00
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,1561244,2061244,1650132.88888888,927560,6100,,25.55,1.2395427227441198e-05,105.516666666666,5.1190769587039e-05,52.758333333333304,3.19721724768833e-05,155855,723185.0,361592.5,,,,,,,,,,57.0,8727.38944969524,1900-04-16 17:15:12.595000,0.698948985279098,2020-03-26 00:00:00
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,350000000,350000000,350000000.0,35000000,16500,,1206.45,3.4469999999999998e-06,0.0,0.0,0.0,0.0,20336545,0.0,0.0,,,,,,,,,,0.0,17307.3771689364,1900-01-17 10:03:54.828000,0.953350691958941,2020-03-26 00:00:00
VIG,Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,34133300,34133300,34143800.0,29013305,600,,227901.05,0.00667679509452645,186882.183333333,0.00547506931159112,140437.933333333,0.0041131313249648,160875735,156311028.33333302,128631972.5,,,,,,,,,,293.0,6852.352397453511,1900-01-02 01:06:19.922000,0.0875611709962513,2020-03-26 00:00:00
VIT,Công ty Cổ phần Viglacera Tiên Sơn,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,19500000,19499664,19499664.0,9749832,13400,,2386.8,0.00012240210908249398,2773.98333333333,0.00014225800677044098,4602.21666666666,0.000236015177834175,32746080,40766773.33333329,67924270.8333333,,,,,,,,,,2801.0,15420.116287373701,1900-01-04 18:48:35.882000,0.8689947436370601,2020-03-26 00:00:00
VIX,Công ty Cổ phần Chứng khoán IB,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,116108638,116108638,115164193.555555,81276046,5000,,673555.95,0.00580108389523956,476305.38333333295,0.0041022390025222105,336620.34166666603,0.00292296009092687,3554234130,2606884796.6666603,1886297349.16666,,,,,,,,,,2644.0,12964.7028434,1900-01-01 21:23:00.767000,0.385662522341988,2020-03-26 00:00:00
VKC,Công ty Cổ phần Cáp nhựa Vĩnh Khánh,HNX,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,20000000,19279000,19373130.5555555,13495300,2600,,3279.3,0.000170096996732195,9144.166666666659,0.000474307104448709,23054.0,0.00118999869091311,8838750,26415341.6666666,74112410.0,,,,,,,,,,700.0,12517.2646593846,1900-01-02 23:20:05.716000,0.2077131123093,2020-03-26 00:00:00
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm,1080000,1080000,1080000.0,486000,13000,,5.0,4.62962962962962e-06,260.0,0.00024074074074074,232.5,0.000215277777777777,65000,3588500.0,3198416.66666666,,,,,,,,,,1837.77,13985.224336111101,1900-01-07 01:46:14.009000,0.9295524825034679,2020-03-26 00:00:00
VMC,Công ty Cổ phần VIMECO,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,20000000,20000000,20000000.0,10000000,9800,,53358.0,0.0026679000000000004,53925.8333333333,0.00269629166666666,55462.45,0.0027731225,583969400,604109033.333333,611843743.333333,,,,,,,,,,3057.0,32718.1239778461,1900-01-03 04:56:22.680000,0.299528176084781,2020-03-26 00:00:00
VMI,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,10949999,10949999,10949999.0,9307499,600,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,1197.0,11305.2720616666,12:01:43.837000,0.0530725838995462,2020-03-26 00:00:00
VMS,Công ty Cổ phần Phát triển Hàng Hải,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",9000000,8999998,8999998.0,4499999,6000,,1700.0,0.00018888893086420601,1375.0,0.00015277781172840202,1314.16666666666,0.000146018550967085,9575000,8764333.33333333,9198083.33333333,,,,,,,,,,2091.0,16133.3521116666,1900-01-02 19:16:33.690000,0.37190039357420007,2020-03-26 00:00:00
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,10499955,10499560,10499560.0,3674846,26200,,10252.85,0.00097650282488028,3573.36666666666,0.000340334896573443,2034.8583333333302,0.000193804153062922,297898610,104721676.666666,60865825.0,,,,,,,,,,2352.0,16231.0255031569,1900-01-11 03:18:29.165000,1.61419252251831,2020-03-26 00:00:00
VNF,Công ty Cổ phần Vinafreight,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,8392250,8376750,8376750.0,2094187,26000,,353.15,4.21583549706031e-05,2661.91666666666,0.000317774395399966,2283.675,0.000272620646432088,10212770,79386990.0,72909691.66666658,,,,,,,,,,7332.0,33166.6765716071,1900-01-03 13:20:47.445000,0.7839193638791558,2020-03-26 00:00:00
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,HNX,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Tái bảo hiểm,131075937,131075937,131075937.0,19661390,20000,,755.15,5.76116423260815e-06,7685.8,5.86362392358866e-05,6411.1333333333305,4.8911596438431894e-05,14878290,160024403.33333302,125540939.16666599,,,,,,,,,,2974.0,20438.8102242366,1900-01-07 19:55:02.997000,0.978530539722106,2020-03-26 00:00:00
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,11949005,11893605,11893605.0,2378721,38100,,12.0,1.0089455636032899e-06,24175.9666666666,0.00203268619284621,13001.8583333333,0.00109318060700126,479000,847039533.333333,472431533.333333,,,,,,,,,,5258.0,21694.9500751096,1900-01-07 07:39:45.035000,1.75616905630548,2020-03-26 00:00:00
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,14096486,14096486,14096486.0,3524121,13800,,336.05,2.38392745539562e-05,280.08333333333303,1.9869017947688e-05,571.008333333333,4.050714010096789e-05,4417105,3987668.33333333,9867996.66666666,,,,,,,,,,4381.0,23125.9935433476,1900-01-03 03:35:56.639000,0.5967311187790961,2020-03-26 00:00:00
VSM,Công ty Cổ phần Container Miền Trung,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",3050000,3050000,3050000.0,1067500,10300,,920.0,0.000301639344262295,746.666666666666,0.000244808743169398,555.0,0.000181967213114754,8393000,6937666.66666666,5167000.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
VTC,Công ty Cổ phần Viễn Thông VTC,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,4534696,4529143,4529143.0,2264572,9300,,3060.95,0.000675834258269169,4648.36666666666,0.00102632367021016,2707.9583333333303,0.000597896408511131,31472815,38906928.33333329,21762979.1666666,,,,,,,,,,1005.0,11616.3467928169,1900-01-09 06:23:39.837000,0.800595933116484,2020-03-26 00:00:00
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,5000000,5000000,5000000.0,1250000,10500,,0.0,0.0,0.0,0.0,100.833333333333,2.01666666666666e-05,0,0.0,1008750.0,,,,,,,,,,2916.0,17310.375743200002,1900-01-03 14:24:50.807000,0.6065726218637789,2020-03-26 00:00:00
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,11400000,11400000,11400000.0,9120000,6800,,30.1,2.6403508771929797e-06,9366.86666666666,0.000821654970760233,15371.9666666666,0.00134841812865497,196540,32967263.333333302,109605261.666666,,,,,,,,,,132.0,9723.646058070171,1900-02-20 15:30:22.750000,0.699326153933412,2020-03-26 00:00:00
